,Date and Time,Description,data,column0,column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20
13221,Jun 03 06:13:40,"Received: $GNGNS,004340.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*70","GNGNS,004340.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004340.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13237,Jun 03 06:13:41,"Received: $GNGNS,004341.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*71","GNGNS,004341.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004341.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13253,Jun 03 06:13:42,"Received: $GNGNS,004342.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*72","GNGNS,004342.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004342.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13269,Jun 03 06:13:43,"Received: $GNGNS,004343.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*73","GNGNS,004343.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004343.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13285,Jun 03 06:13:44,"Received: $GNGNS,004344.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*74","GNGNS,004344.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004344.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13301,Jun 03 06:13:45,"Received: $GNGNS,004345.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*75","GNGNS,004345.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004345.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13317,Jun 03 06:13:46,"Received: $GNGNS,004346.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*76","GNGNS,004346.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004346.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13335,Jun 03 06:13:47,"Received: $GNGNS,004347.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*77","GNGNS,004347.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004347.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13351,Jun 03 06:13:48,"Received: $GNGNS,004348.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*78","GNGNS,004348.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004348.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13367,Jun 03 06:13:49,"Received: $GNGNS,004349.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*79","GNGNS,004349.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004349.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13383,Jun 03 06:13:50,"Received: $GNGNS,004350.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*71","GNGNS,004350.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004350.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13399,Jun 03 06:13:51,"Received: $GNGNS,004351.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*70","GNGNS,004351.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004351.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13415,Jun 03 06:13:52,"Received: $GNGNS,004352.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*73","GNGNS,004352.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004352.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13431,Jun 03 06:13:53,"Received: $GNGNS,004353.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*72","GNGNS,004353.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004353.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13447,Jun 03 06:13:54,"Received: $GNGNS,004354.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*75","GNGNS,004354.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004354.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13463,Jun 03 06:13:55,"Received: $GNGNS,004355.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*74","GNGNS,004355.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004355.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13479,Jun 03 06:13:56,"Received: $GNGNS,004356.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*77","GNGNS,004356.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004356.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13497,Jun 03 06:13:57,"Received: $GNGNS,004357.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*76","GNGNS,004357.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004357.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13513,Jun 03 06:13:58,"Received: $GNGNS,004358.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*79","GNGNS,004358.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004358.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13529,Jun 03 06:13:59,"Received: $GNGNS,004359.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*78","GNGNS,004359.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004359.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13545,Jun 03 06:14:00,"Received: $GNGNS,004400.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*73","GNGNS,004400.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004400.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13561,Jun 03 06:14:01,"Received: $GNGNS,004401.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*72","GNGNS,004401.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004401.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13577,Jun 03 06:14:02,"Received: $GNGNS,004402.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*71","GNGNS,004402.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004402.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13593,Jun 03 06:14:03,"Received: $GNGNS,004403.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*70","GNGNS,004403.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004403.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13609,Jun 03 06:14:04,"Received: $GNGNS,004404.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*77","GNGNS,004404.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004404.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13625,Jun 03 06:14:05,"Received: $GNGNS,004405.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*76","GNGNS,004405.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004405.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13641,Jun 03 06:14:06,"Received: $GNGNS,004406.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*75","GNGNS,004406.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004406.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13659,Jun 03 06:14:07,"Received: $GNGNS,004407.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*74","GNGNS,004407.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004407.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13675,Jun 03 06:14:08,"Received: $GNGNS,004408.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*7B","GNGNS,004408.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004408.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13691,Jun 03 06:14:09,"Received: $GNGNS,004409.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*7A","GNGNS,004409.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004409.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13707,Jun 03 06:14:10,"Received: $GNGNS,004410.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*72","GNGNS,004410.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004410.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13723,Jun 03 06:14:11,"Received: $GNGNS,004411.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*73","GNGNS,004411.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004411.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13739,Jun 03 06:14:12,"Received: $GNGNS,004412.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*70","GNGNS,004412.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004412.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13755,Jun 03 06:14:13,"Received: $GNGNS,004413.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*71","GNGNS,004413.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004413.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13771,Jun 03 06:14:14,"Received: $GNGNS,004414.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*76","GNGNS,004414.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004414.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13787,Jun 03 06:14:15,"Received: $GNGNS,004415.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*77","GNGNS,004415.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004415.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13803,Jun 03 06:14:16,"Received: $GNGNS,004416.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*74","GNGNS,004416.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004416.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13821,Jun 03 06:14:17,"Received: $GNGNS,004417.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*75","GNGNS,004417.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004417.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13837,Jun 03 06:14:18,"Received: $GNGNS,004418.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*7A","GNGNS,004418.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004418.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13853,Jun 03 06:14:19,"Received: $GNGNS,004419.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*7B","GNGNS,004419.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004419.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13869,Jun 03 06:14:20,"Received: $GNGNS,004420.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*71","GNGNS,004420.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004420.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13885,Jun 03 06:14:21,"Received: $GNGNS,004421.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*70","GNGNS,004421.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004421.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13901,Jun 03 06:14:22,"Received: $GNGNS,004422.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*73","GNGNS,004422.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004422.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13917,Jun 03 06:14:23,"Received: $GNGNS,004423.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*72","GNGNS,004423.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004423.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13933,Jun 03 06:14:24,"Received: $GNGNS,004424.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*75","GNGNS,004424.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004424.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13949,Jun 03 06:14:25,"Received: $GNGNS,004425.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*74","GNGNS,004425.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004425.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13965,Jun 03 06:14:26,"Received: $GNGNS,004426.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*77","GNGNS,004426.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004426.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13983,Jun 03 06:14:27,"Received: $GNGNS,004427.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*76","GNGNS,004427.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004427.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
13999,Jun 03 06:14:28,"Received: $GNGNS,004428.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*79","GNGNS,004428.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004428.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
14015,Jun 03 06:14:29,"Received: $GNGNS,004429.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*78","GNGNS,004429.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004429.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
14031,Jun 03 06:14:30,"Received: $GNGNS,004430.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*70","GNGNS,004430.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004430.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
14047,Jun 03 06:14:31,"Received: $GNGNS,004431.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*71","GNGNS,004431.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004431.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
14063,Jun 03 06:14:32,"Received: $GNGNS,004432.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*72","GNGNS,004432.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004432.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
14079,Jun 03 06:14:33,"Received: $GNGNS,004433.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*73","GNGNS,004433.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004433.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
14095,Jun 03 06:14:34,"Received: $GNGNS,004434.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*74","GNGNS,004434.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004434.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
14111,Jun 03 06:14:35,"Received: $GNGNS,004435.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*75","GNGNS,004435.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004435.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
14127,Jun 03 06:14:36,"Received: $GNGNS,004436.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*76","GNGNS,004436.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004436.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
14145,Jun 03 06:14:37,"Received: $GNGNS,004437.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*77","GNGNS,004437.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004437.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
14161,Jun 03 06:14:38,"Received: $GNGNS,004438.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*78","GNGNS,004438.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004438.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
14177,Jun 03 06:14:39,"Received: $GNGNS,004439.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*79","GNGNS,004439.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004439.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
14193,Jun 03 06:14:40,"Received: $GNGNS,004440.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*77","GNGNS,004440.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004440.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
14209,Jun 03 06:14:41,"Received: $GNGNS,004441.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*76","GNGNS,004441.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004441.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
14225,Jun 03 06:14:42,"Received: $GNGNS,004442.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*75","GNGNS,004442.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004442.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
14241,Jun 03 06:14:43,"Received: $GNGNS,004443.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*74","GNGNS,004443.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004443.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
14257,Jun 03 06:14:44,"Received: $GNGNS,004444.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*73","GNGNS,004444.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004444.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
14273,Jun 03 06:14:45,"Received: $GNGNS,004445.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*72","GNGNS,004445.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004445.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
14289,Jun 03 06:14:46,"Received: $GNGNS,004446.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*71","GNGNS,004446.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004446.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
14307,Jun 03 06:14:47,"Received: $GNGNS,004447.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*70","GNGNS,004447.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004447.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
14323,Jun 03 06:14:48,"Received: $GNGNS,004448.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*7F","GNGNS,004448.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004448.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
14339,Jun 03 06:14:49,"Received: $GNGNS,004449.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*7E","GNGNS,004449.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004449.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
14355,Jun 03 06:14:50,"Received: $GNGNS,004450.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*76","GNGNS,004450.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004450.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
14371,Jun 03 06:14:51,"Received: $GNGNS,004451.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*77","GNGNS,004451.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004451.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
14387,Jun 03 06:14:52,"Received: $GNGNS,004452.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*74","GNGNS,004452.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004452.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
14403,Jun 03 06:14:53,"Received: $GNGNS,004453.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*75","GNGNS,004453.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,004453.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
