,Date and Time,Description,data,column0,column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20
1,Jun 03 06:00:04,"Received: $GNGNS,003004.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*74","GNGNS,003004.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003004.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
17,Jun 03 06:00:05,"Received: $GNGNS,003005.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*75","GNGNS,003005.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003005.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
33,Jun 03 06:00:06,"Received: $GNGNS,003006.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*76","GNGNS,003006.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003006.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
51,Jun 03 06:00:07,"Received: $GNGNS,003007.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*77","GNGNS,003007.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003007.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
67,Jun 03 06:00:08,"Received: $GNGNS,003008.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*78","GNGNS,003008.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003008.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
83,Jun 03 06:00:09,"Received: $GNGNS,003009.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*79","GNGNS,003009.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003009.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
99,Jun 03 06:00:10,"Received: $GNGNS,003010.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*71","GNGNS,003010.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003010.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
115,Jun 03 06:00:11,"Received: $GNGNS,003011.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*70","GNGNS,003011.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003011.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
131,Jun 03 06:00:12,"Received: $GNGNS,003012.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*73","GNGNS,003012.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003012.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
147,Jun 03 06:00:13,"Received: $GNGNS,003013.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*72","GNGNS,003013.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003013.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
163,Jun 03 06:00:14,"Received: $GNGNS,003014.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*75","GNGNS,003014.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003014.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
179,Jun 03 06:00:15,"Received: $GNGNS,003015.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*74","GNGNS,003015.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003015.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
195,Jun 03 06:00:16,"Received: $GNGNS,003016.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*77","GNGNS,003016.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003016.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
213,Jun 03 06:00:17,"Received: $GNGNS,003017.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*76","GNGNS,003017.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003017.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
229,Jun 03 06:00:18,"Received: $GNGNS,003018.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*79","GNGNS,003018.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003018.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
245,Jun 03 06:00:19,"Received: $GNGNS,003019.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*78","GNGNS,003019.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003019.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
261,Jun 03 06:00:20,"Received: $GNGNS,003020.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*72","GNGNS,003020.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003020.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
277,Jun 03 06:00:21,"Received: $GNGNS,003021.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*73","GNGNS,003021.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003021.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
293,Jun 03 06:00:22,"Received: $GNGNS,003022.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*70","GNGNS,003022.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003022.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
309,Jun 03 06:00:23,"Received: $GNGNS,003023.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*71","GNGNS,003023.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003023.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
325,Jun 03 06:00:24,"Received: $GNGNS,003024.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*76","GNGNS,003024.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003024.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
341,Jun 03 06:00:25,"Received: $GNGNS,003025.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*77","GNGNS,003025.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003025.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
357,Jun 03 06:00:26,"Received: $GNGNS,003026.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*74","GNGNS,003026.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003026.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
375,Jun 03 06:00:27,"Received: $GNGNS,003027.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*75","GNGNS,003027.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003027.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
391,Jun 03 06:00:28,"Received: $GNGNS,003028.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*7A","GNGNS,003028.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003028.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
407,Jun 03 06:00:29,"Received: $GNGNS,003029.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*7B","GNGNS,003029.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003029.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
423,Jun 03 06:00:30,"Received: $GNGNS,003030.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*73","GNGNS,003030.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003030.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
439,Jun 03 06:00:31,"Received: $GNGNS,003031.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*72","GNGNS,003031.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003031.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
455,Jun 03 06:00:32,"Received: $GNGNS,003032.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*71","GNGNS,003032.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003032.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
471,Jun 03 06:00:33,"Received: $GNGNS,003033.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*70","GNGNS,003033.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003033.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
487,Jun 03 06:00:34,"Received: $GNGNS,003034.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*77","GNGNS,003034.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003034.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
503,Jun 03 06:00:35,"Received: $GNGNS,003035.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*76","GNGNS,003035.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003035.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
519,Jun 03 06:00:36,"Received: $GNGNS,003036.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*75","GNGNS,003036.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003036.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
537,Jun 03 06:00:37,"Received: $GNGNS,003037.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*74","GNGNS,003037.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003037.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
553,Jun 03 06:00:38,"Received: $GNGNS,003038.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*7B","GNGNS,003038.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003038.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
569,Jun 03 06:00:39,"Received: $GNGNS,003039.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*7A","GNGNS,003039.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003039.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
585,Jun 03 06:00:40,"Received: $GNGNS,003040.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*74","GNGNS,003040.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003040.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
601,Jun 03 06:00:41,"Received: $GNGNS,003041.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*75","GNGNS,003041.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003041.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
617,Jun 03 06:00:42,"Received: $GNGNS,003042.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*76","GNGNS,003042.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003042.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
633,Jun 03 06:00:43,"Received: $GNGNS,003043.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*77","GNGNS,003043.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003043.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
649,Jun 03 06:00:44,"Received: $GNGNS,003044.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*70","GNGNS,003044.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003044.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
665,Jun 03 06:00:45,"Received: $GNGNS,003045.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*71","GNGNS,003045.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003045.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
681,Jun 03 06:00:46,"Received: $GNGNS,003046.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*72","GNGNS,003046.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003046.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
699,Jun 03 06:00:47,"Received: $GNGNS,003047.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*73","GNGNS,003047.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003047.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
715,Jun 03 06:00:48,"Received: $GNGNS,003048.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*7C","GNGNS,003048.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003048.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
731,Jun 03 06:00:49,"Received: $GNGNS,003049.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*7D","GNGNS,003049.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003049.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
747,Jun 03 06:00:50,"Received: $GNGNS,003050.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*75","GNGNS,003050.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003050.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
763,Jun 03 06:00:51,"Received: $GNGNS,003051.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*74","GNGNS,003051.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003051.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
779,Jun 03 06:00:52,"Received: $GNGNS,003052.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*77","GNGNS,003052.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003052.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
795,Jun 03 06:00:53,"Received: $GNGNS,003053.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*76","GNGNS,003053.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003053.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
811,Jun 03 06:00:54,"Received: $GNGNS,003054.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*71","GNGNS,003054.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003054.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
827,Jun 03 06:00:55,"Received: $GNGNS,003055.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*70","GNGNS,003055.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003055.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
843,Jun 03 06:00:56,"Received: $GNGNS,003056.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*73","GNGNS,003056.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003056.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
861,Jun 03 06:00:57,"Received: $GNGNS,003057.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*72","GNGNS,003057.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003057.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
877,Jun 03 06:00:58,"Received: $GNGNS,003058.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*7D","GNGNS,003058.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003058.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
893,Jun 03 06:00:59,"Received: $GNGNS,003059.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*7C","GNGNS,003059.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003059.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
909,Jun 03 06:01:00,"Received: $GNGNS,003100.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*71","GNGNS,003100.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003100.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
925,Jun 03 06:01:01,"Received: $GNGNS,003101.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*70","GNGNS,003101.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003101.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
941,Jun 03 06:01:02,"Received: $GNGNS,003102.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*73","GNGNS,003102.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003102.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
957,Jun 03 06:01:03,"Received: $GNGNS,003103.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*72","GNGNS,003103.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003103.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
973,Jun 03 06:01:04,"Received: $GNGNS,003104.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*75","GNGNS,003104.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003104.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
989,Jun 03 06:01:05,"Received: $GNGNS,003105.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*74","GNGNS,003105.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003105.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
1005,Jun 03 06:01:06,"Received: $GNGNS,003106.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*77","GNGNS,003106.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003106.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
1023,Jun 03 06:01:07,"Received: $GNGNS,003107.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*76","GNGNS,003107.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003107.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
1039,Jun 03 06:01:08,"Received: $GNGNS,003108.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*79","GNGNS,003108.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003108.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
1055,Jun 03 06:01:09,"Received: $GNGNS,003109.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*78","GNGNS,003109.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003109.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
1071,Jun 03 06:01:10,"Received: $GNGNS,003110.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*70","GNGNS,003110.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003110.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
1087,Jun 03 06:01:11,"Received: $GNGNS,003111.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*71","GNGNS,003111.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003111.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
1103,Jun 03 06:01:12,"Received: $GNGNS,003112.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*72","GNGNS,003112.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003112.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
1119,Jun 03 06:01:13,"Received: $GNGNS,003113.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*73","GNGNS,003113.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003113.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
1135,Jun 03 06:01:14,"Received: $GNGNS,003114.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*74","GNGNS,003114.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003114.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
1151,Jun 03 06:01:15,"Received: $GNGNS,003115.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*75","GNGNS,003115.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003115.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
1167,Jun 03 06:01:16,"Received: $GNGNS,003116.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*76","GNGNS,003116.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003116.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
1185,Jun 03 06:01:17,"Received: $GNGNS,003117.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V*77","GNGNS,003117.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,,,V",GNGNS,003117.000,1256.5957,N,07741.5337,E,ANA,17,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
