,Date and Time,Description,status,column0,column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20
7,Jan 13 12:18:08,"Received: $PERDCRW,TPS1,19990821235950,0,00000000000000,+18,+00,0,+0000.000,+4308*1C",Received,$PERDCRW,TPS1,19990821235950,0,00000000000000,+18,+00,0,+0000.000,+4308*1C,,,,,,,,,,,
21,Jan 13 12:18:09,"Received: $PERDCRW,TPS1,19990821235951,0,00000000000000,+18,+00,0,+0000.000,+4308*1D",Received,$PERDCRW,TPS1,19990821235951,0,00000000000000,+18,+00,0,+0000.000,+4308*1D,,,,,,,,,,,
33,Jan 13 12:18:10,"Received: $PERDCRW,TPS1,19990821235952,0,00000000000000,+18,+00,0,+0000.000,+4308*1E",Received,$PERDCRW,TPS1,19990821235952,0,00000000000000,+18,+00,0,+0000.000,+4308*1E,,,,,,,,,,,
45,Jan 13 12:18:11,"Received: $PERDCRW,TPS1,19990821235953,0,00000000000000,+18,+00,0,+0000.000,+4308*1F",Received,$PERDCRW,TPS1,19990821235953,0,00000000000000,+18,+00,0,+0000.000,+4308*1F,,,,,,,,,,,
57,Jan 13 12:18:12,"Received: $PERDCRW,TPS1,19990821235954,0,00000000000000,+18,+00,0,+0000.000,+4309*19",Received,$PERDCRW,TPS1,19990821235954,0,00000000000000,+18,+00,0,+0000.000,+4309*19,,,,,,,,,,,
69,Jan 13 12:18:13,"Received: $PERDCRW,TPS1,19990821235955,0,00000000000000,+18,+00,0,+0000.000,+4309*18",Received,$PERDCRW,TPS1,19990821235955,0,00000000000000,+18,+00,0,+0000.000,+4309*18,,,,,,,,,,,
81,Jan 13 12:18:14,"Received: $PERDCRW,TPS1,19990821235956,0,00000000000000,+18,+00,0,+0000.000,+4309*1B",Received,$PERDCRW,TPS1,19990821235956,0,00000000000000,+18,+00,0,+0000.000,+4309*1B,,,,,,,,,,,
93,Jan 13 12:18:15,"Received: $PERDCRW,TPS1,19990821235957,0,00000000000000,+18,+00,0,+0000.000,+4309*1A",Received,$PERDCRW,TPS1,19990821235957,0,00000000000000,+18,+00,0,+0000.000,+4309*1A,,,,,,,,,,,
105,Jan 13 12:18:16,"Received: $PERDCRW,TPS1,19990821235958,0,00000000000000,+18,+00,0,+0000.000,+4309*15",Received,$PERDCRW,TPS1,19990821235958,0,00000000000000,+18,+00,0,+0000.000,+4309*15,,,,,,,,,,,
117,Jan 13 12:18:17,"Received: $PERDCRW,TPS1,19990821235959,0,00000000000000,+18,+00,0,+0000.000,+4309*14",Received,$PERDCRW,TPS1,19990821235959,0,00000000000000,+18,+00,0,+0000.000,+4309*14,,,,,,,,,,,
129,Jan 13 12:18:18,"Received: $PERDCRW,TPS1,19990822000000,0,00000000000000,+18,+00,0,+0000.000,+4309*16",Received,$PERDCRW,TPS1,19990822000000,0,00000000000000,+18,+00,0,+0000.000,+4309*16,,,,,,,,,,,
143,Jan 13 12:18:19,"Received: $PERDCRW,TPS1,19990822000001,0,00000000000000,+18,+00,0,+0000.000,+4309*17",Received,$PERDCRW,TPS1,19990822000001,0,00000000000000,+18,+00,0,+0000.000,+4309*17,,,,,,,,,,,
155,Jan 13 12:18:20,"Received: $PERDCRW,TPS1,19990822000002,0,00000000000000,+18,+00,0,+0000.000,+4309*14",Received,$PERDCRW,TPS1,19990822000002,0,00000000000000,+18,+00,0,+0000.000,+4309*14,,,,,,,,,,,
167,Jan 13 12:18:21,"Received: $PERDCRW,TPS1,19990822000003,0,00000000000000,+18,+00,0,+0000.000,+4309*15",Received,$PERDCRW,TPS1,19990822000003,0,00000000000000,+18,+00,0,+0000.000,+4309*15,,,,,,,,,,,
179,Jan 13 12:18:22,"Received: $PERDCRW,TPS1,19990822000004,0,00000000000000,+18,+00,0,+0000.000,+4309*12",Received,$PERDCRW,TPS1,19990822000004,0,00000000000000,+18,+00,0,+0000.000,+4309*12,,,,,,,,,,,
191,Jan 13 12:18:23,"Received: $PERDCRW,TPS1,19990822000005,0,00000000000000,+18,+00,0,+0000.000,+4309*13",Received,$PERDCRW,TPS1,19990822000005,0,00000000000000,+18,+00,0,+0000.000,+4309*13,,,,,,,,,,,
203,Jan 13 12:18:24,"Received: $PERDCRW,TPS1,19990822000006,0,00000000000000,+18,+00,0,+0000.000,+4309*10",Received,$PERDCRW,TPS1,19990822000006,0,00000000000000,+18,+00,0,+0000.000,+4309*10,,,,,,,,,,,
215,Jan 13 12:18:25,"Received: $PERDCRW,TPS1,19990822000007,0,00000000000000,+18,+00,0,+0000.000,+4309*11",Received,$PERDCRW,TPS1,19990822000007,0,00000000000000,+18,+00,0,+0000.000,+4309*11,,,,,,,,,,,
227,Jan 13 12:18:26,"Received: $PERDCRW,TPS1,19990822000008,0,00000000000000,+18,+00,0,+0000.000,+4309*1E",Received,$PERDCRW,TPS1,19990822000008,0,00000000000000,+18,+00,0,+0000.000,+4309*1E,,,,,,,,,,,
239,Jan 13 12:18:27,"Received: $PERDCRW,TPS1,19990822000009,0,00000000000000,+18,+00,0,+0000.000,+4309*1F",Received,$PERDCRW,TPS1,19990822000009,0,00000000000000,+18,+00,0,+0000.000,+4309*1F,,,,,,,,,,,
251,Jan 13 12:18:28,"Received: $PERDCRW,TPS1,19990822000010,0,00000000000000,+18,+00,0,+0000.000,+4309*17",Received,$PERDCRW,TPS1,19990822000010,0,00000000000000,+18,+00,0,+0000.000,+4309*17,,,,,,,,,,,
265,Jan 13 12:18:29,"Received: $PERDCRW,TPS1,19990822000011,0,00000000000000,+18,+00,0,+0000.000,+4309*16",Received,$PERDCRW,TPS1,19990822000011,0,00000000000000,+18,+00,0,+0000.000,+4309*16,,,,,,,,,,,
277,Jan 13 12:18:30,"Received: $PERDCRW,TPS1,19990822000012,0,00000000000000,+18,+00,0,+0000.000,+4309*15",Received,$PERDCRW,TPS1,19990822000012,0,00000000000000,+18,+00,0,+0000.000,+4309*15,,,,,,,,,,,
289,Jan 13 12:18:31,"Received: $PERDCRW,TPS1,19990822000013,0,00000000000000,+18,+00,0,+0000.000,+4309*14",Received,$PERDCRW,TPS1,19990822000013,0,00000000000000,+18,+00,0,+0000.000,+4309*14,,,,,,,,,,,
301,Jan 13 12:18:32,"Received: $PERDCRW,TPS1,19990822000014,0,00000000000000,+18,+00,0,+0000.000,+4309*13",Received,$PERDCRW,TPS1,19990822000014,0,00000000000000,+18,+00,0,+0000.000,+4309*13,,,,,,,,,,,
313,Jan 13 12:18:33,"Received: $PERDCRW,TPS1,19990822000015,0,00000000000000,+18,+00,0,+0000.000,+4310*1A",Received,$PERDCRW,TPS1,19990822000015,0,00000000000000,+18,+00,0,+0000.000,+4310*1A,,,,,,,,,,,
325,Jan 13 12:18:34,"Received: $PERDCRW,TPS1,19990822000016,0,00000000000000,+18,+00,0,+0000.000,+4310*19",Received,$PERDCRW,TPS1,19990822000016,0,00000000000000,+18,+00,0,+0000.000,+4310*19,,,,,,,,,,,
337,Jan 13 12:18:35,"Received: $PERDCRW,TPS1,19990822000017,0,00000000000000,+18,+00,0,+0000.000,+4308*11",Received,$PERDCRW,TPS1,19990822000017,0,00000000000000,+18,+00,0,+0000.000,+4308*11,,,,,,,,,,,
349,Jan 13 12:18:36,"Received: $PERDCRW,TPS1,19990822000018,0,00000000000000,+18,+00,0,+0000.000,+4308*1E",Received,$PERDCRW,TPS1,19990822000018,0,00000000000000,+18,+00,0,+0000.000,+4308*1E,,,,,,,,,,,
361,Jan 13 12:18:37,"Received: $PERDCRW,TPS1,19990822000019,0,00000000000000,+18,+00,0,+0000.000,+4308*1F",Received,$PERDCRW,TPS1,19990822000019,0,00000000000000,+18,+00,0,+0000.000,+4308*1F,,,,,,,,,,,
373,Jan 13 12:18:38,"Received: $PERDCRW,TPS1,19990822000020,0,00000000000000,+18,+00,0,+0000.000,+4308*15",Received,$PERDCRW,TPS1,19990822000020,0,00000000000000,+18,+00,0,+0000.000,+4308*15,,,,,,,,,,,
387,Jan 13 12:18:39,"Received: $PERDCRW,TPS1,19990822000021,0,00000000000000,+18,+00,0,+0000.000,+4308*14",Received,$PERDCRW,TPS1,19990822000021,0,00000000000000,+18,+00,0,+0000.000,+4308*14,,,,,,,,,,,
399,Jan 13 12:18:40,"Received: $PERDCRW,TPS1,19990822000022,0,00000000000000,+18,+00,0,+0000.000,+4308*17",Received,$PERDCRW,TPS1,19990822000022,0,00000000000000,+18,+00,0,+0000.000,+4308*17,,,,,,,,,,,
411,Jan 13 12:18:41,"Received: $PERDCRW,TPS1,19990822000023,0,00000000000000,+18,+00,0,+0000.000,+4309*17",Received,$PERDCRW,TPS1,19990822000023,0,00000000000000,+18,+00,0,+0000.000,+4309*17,,,,,,,,,,,
423,Jan 13 12:18:42,"Received: $PERDCRW,TPS1,19990822000024,0,00000000000000,+18,+00,0,+0000.000,+4309*10",Received,$PERDCRW,TPS1,19990822000024,0,00000000000000,+18,+00,0,+0000.000,+4309*10,,,,,,,,,,,
435,Jan 13 12:18:43,"Received: $PERDCRW,TPS1,19990822000025,0,00000000000000,+18,+00,0,+0000.000,+4309*11",Received,$PERDCRW,TPS1,19990822000025,0,00000000000000,+18,+00,0,+0000.000,+4309*11,,,,,,,,,,,
447,Jan 13 12:18:44,"Received: $PERDCRW,TPS1,19990822000026,0,00000000000000,+18,+00,0,+0000.000,+4309*12",Received,$PERDCRW,TPS1,19990822000026,0,00000000000000,+18,+00,0,+0000.000,+4309*12,,,,,,,,,,,
459,Jan 13 12:18:45,"Received: $PERDCRW,TPS1,19990822000027,0,00000000000000,+18,+00,0,+0000.000,+4309*13",Received,$PERDCRW,TPS1,19990822000027,0,00000000000000,+18,+00,0,+0000.000,+4309*13,,,,,,,,,,,
471,Jan 13 12:18:46,"Received: $PERDCRW,TPS1,19990822000028,0,00000000000000,+18,+00,0,+0000.000,+4309*1C",Received,$PERDCRW,TPS1,19990822000028,0,00000000000000,+18,+00,0,+0000.000,+4309*1C,,,,,,,,,,,
483,Jan 13 12:18:47,"Received: $PERDCRW,TPS1,19990822000029,0,00000000000000,+18,+00,0,+0000.000,+4309*1D",Received,$PERDCRW,TPS1,19990822000029,0,00000000000000,+18,+00,0,+0000.000,+4309*1D,,,,,,,,,,,
495,Jan 13 12:18:48,"Received: $PERDCRW,TPS1,19990822000030,0,00000000000000,+18,+00,0,+0000.000,+4310*1D",Received,$PERDCRW,TPS1,19990822000030,0,00000000000000,+18,+00,0,+0000.000,+4310*1D,,,,,,,,,,,
509,Jan 13 12:18:49,"Received: $PERDCRW,TPS1,19990822000031,0,00000000000000,+18,+00,0,+0000.000,+4310*1C",Received,$PERDCRW,TPS1,19990822000031,0,00000000000000,+18,+00,0,+0000.000,+4310*1C,,,,,,,,,,,
521,Jan 13 12:18:50,"Received: $PERDCRW,TPS1,19990822000032,0,00000000000000,+18,+00,0,+0000.000,+4310*1F",Received,$PERDCRW,TPS1,19990822000032,0,00000000000000,+18,+00,0,+0000.000,+4310*1F,,,,,,,,,,,
533,Jan 13 12:18:51,"Received: $PERDCRW,TPS1,19990822000033,0,00000000000000,+18,+00,0,+0000.000,+4310*1E",Received,$PERDCRW,TPS1,19990822000033,0,00000000000000,+18,+00,0,+0000.000,+4310*1E,,,,,,,,,,,
545,Jan 13 12:18:52,"Received: $PERDCRW,TPS1,19990822000034,0,00000000000000,+18,+00,0,+0000.000,+4310*19",Received,$PERDCRW,TPS1,19990822000034,0,00000000000000,+18,+00,0,+0000.000,+4310*19,,,,,,,,,,,
557,Jan 13 12:18:53,"Received: $PERDCRW,TPS1,19990822000035,0,00000000000000,+18,+00,0,+0000.000,+4310*18",Received,$PERDCRW,TPS1,19990822000035,0,00000000000000,+18,+00,0,+0000.000,+4310*18,,,,,,,,,,,
569,Jan 13 12:18:54,"Received: $PERDCRW,TPS1,19990822000036,0,00000000000000,+18,+00,0,+0000.000,+4310*1B",Received,$PERDCRW,TPS1,19990822000036,0,00000000000000,+18,+00,0,+0000.000,+4310*1B,,,,,,,,,,,
581,Jan 13 12:18:55,"Received: $PERDCRW,TPS1,19990822000037,0,00000000000000,+18,+00,0,+0000.000,+4310*1A",Received,$PERDCRW,TPS1,19990822000037,0,00000000000000,+18,+00,0,+0000.000,+4310*1A,,,,,,,,,,,
593,Jan 13 12:18:56,"Received: $PERDCRW,TPS1,19990822000038,0,00000000000000,+18,+00,0,+0000.000,+4310*15",Received,$PERDCRW,TPS1,19990822000038,0,00000000000000,+18,+00,0,+0000.000,+4310*15,,,,,,,,,,,
605,Jan 13 12:18:57,"Received: $PERDCRW,TPS1,19990822000039,0,00000000000000,+18,+00,0,+0000.000,+4310*14",Received,$PERDCRW,TPS1,19990822000039,0,00000000000000,+18,+00,0,+0000.000,+4310*14,,,,,,,,,,,
617,Jan 13 12:18:58,"Received: $PERDCRW,TPS1,19990822000040,0,00000000000000,+18,+00,0,+0000.000,+4311*1B",Received,$PERDCRW,TPS1,19990822000040,0,00000000000000,+18,+00,0,+0000.000,+4311*1B,,,,,,,,,,,
631,Jan 13 12:18:59,"Received: $PERDCRW,TPS1,19990822000041,0,00000000000000,+18,+00,0,+0000.000,+4311*1A",Received,$PERDCRW,TPS1,19990822000041,0,00000000000000,+18,+00,0,+0000.000,+4311*1A,,,,,,,,,,,
643,Jan 13 12:19:00,"Received: $PERDCRW,TPS1,19990822000042,0,00000000000000,+18,+00,0,+0000.000,+4311*19",Received,$PERDCRW,TPS1,19990822000042,0,00000000000000,+18,+00,0,+0000.000,+4311*19,,,,,,,,,,,
655,Jan 13 12:19:01,"Received: $PERDCRW,TPS1,19990822000043,0,00000000000000,+18,+00,0,+0000.000,+4311*18",Received,$PERDCRW,TPS1,19990822000043,0,00000000000000,+18,+00,0,+0000.000,+4311*18,,,,,,,,,,,
667,Jan 13 12:19:02,"Received: $PERDCRW,TPS1,19990822000044,0,00000000000000,+18,+00,0,+0000.000,+4311*1F",Received,$PERDCRW,TPS1,19990822000044,0,00000000000000,+18,+00,0,+0000.000,+4311*1F,,,,,,,,,,,
679,Jan 13 12:19:03,"Received: $PERDCRW,TPS1,19990822000045,0,00000000000000,+18,+00,0,+0000.000,+4311*1E",Received,$PERDCRW,TPS1,19990822000045,0,00000000000000,+18,+00,0,+0000.000,+4311*1E,,,,,,,,,,,
691,Jan 13 12:19:04,"Received: $PERDCRW,TPS1,19990822000046,0,00000000000000,+18,+00,0,+0000.000,+4311*1D",Received,$PERDCRW,TPS1,19990822000046,0,00000000000000,+18,+00,0,+0000.000,+4311*1D,,,,,,,,,,,
703,Jan 13 12:19:05,"Received: $PERDCRW,TPS1,19990822000047,0,00000000000000,+18,+00,0,+0000.000,+4311*1C",Received,$PERDCRW,TPS1,19990822000047,0,00000000000000,+18,+00,0,+0000.000,+4311*1C,,,,,,,,,,,
715,Jan 13 12:19:06,"Received: $PERDCRW,TPS1,19990822000048,0,00000000000000,+18,+00,0,+0000.000,+4311*13",Received,$PERDCRW,TPS1,19990822000048,0,00000000000000,+18,+00,0,+0000.000,+4311*13,,,,,,,,,,,
727,Jan 13 12:19:07,"Received: $PERDCRW,TPS1,19990822000049,0,00000000000000,+18,+00,0,+0000.000,+4311*12",Received,$PERDCRW,TPS1,19990822000049,0,00000000000000,+18,+00,0,+0000.000,+4311*12,,,,,,,,,,,
739,Jan 13 12:19:08,"Received: $PERDCRW,TPS1,19990822000050,0,00000000000000,+18,+00,0,+0000.000,+4311*1A",Received,$PERDCRW,TPS1,19990822000050,0,00000000000000,+18,+00,0,+0000.000,+4311*1A,,,,,,,,,,,
753,Jan 13 12:19:09,"Received: $PERDCRW,TPS1,19990822000051,0,00000000000000,+18,+00,0,+0000.000,+4311*1B",Received,$PERDCRW,TPS1,19990822000051,0,00000000000000,+18,+00,0,+0000.000,+4311*1B,,,,,,,,,,,
765,Jan 13 12:19:10,"Received: $PERDCRW,TPS1,19990822000052,0,00000000000000,+18,+00,0,+0000.000,+4311*18",Received,$PERDCRW,TPS1,19990822000052,0,00000000000000,+18,+00,0,+0000.000,+4311*18,,,,,,,,,,,
777,Jan 13 12:19:11,"Received: $PERDCRW,TPS1,19990822000053,0,00000000000000,+18,+00,0,+0000.000,+4311*19",Received,$PERDCRW,TPS1,19990822000053,0,00000000000000,+18,+00,0,+0000.000,+4311*19,,,,,,,,,,,
789,Jan 13 12:19:12,"Received: $PERDCRW,TPS1,19990822000054,0,00000000000000,+18,+00,0,+0000.000,+4311*1E",Received,$PERDCRW,TPS1,19990822000054,0,00000000000000,+18,+00,0,+0000.000,+4311*1E,,,,,,,,,,,
801,Jan 13 12:19:13,"Received: $PERDCRW,TPS1,19990822000055,0,00000000000000,+18,+00,0,+0000.000,+4311*1F",Received,$PERDCRW,TPS1,19990822000055,0,00000000000000,+18,+00,0,+0000.000,+4311*1F,,,,,,,,,,,
813,Jan 13 12:19:14,"Received: $PERDCRW,TPS1,19990822000056,0,00000000000000,+18,+00,0,+0000.000,+4311*1C",Received,$PERDCRW,TPS1,19990822000056,0,00000000000000,+18,+00,0,+0000.000,+4311*1C,,,,,,,,,,,
825,Jan 13 12:19:15,"Received: $PERDCRW,TPS1,19990822000057,0,00000000000000,+18,+00,0,+0000.000,+4311*1D",Received,$PERDCRW,TPS1,19990822000057,0,00000000000000,+18,+00,0,+0000.000,+4311*1D,,,,,,,,,,,
837,Jan 13 12:19:16,"Received: $PERDCRW,TPS1,19990822000058,0,00000000000000,+18,+00,0,+0000.000,+4311*12",Received,$PERDCRW,TPS1,19990822000058,0,00000000000000,+18,+00,0,+0000.000,+4311*12,,,,,,,,,,,
849,Jan 13 12:19:17,"Received: $PERDCRW,TPS1,19990822000059,0,00000000000000,+18,+00,0,+0000.000,+4311*13",Received,$PERDCRW,TPS1,19990822000059,0,00000000000000,+18,+00,0,+0000.000,+4311*13,,,,,,,,,,,
861,Jan 13 12:19:18,"Received: $PERDCRW,TPS1,19990822000100,0,00000000000000,+18,+00,0,+0000.000,+4311*1E",Received,$PERDCRW,TPS1,19990822000100,0,00000000000000,+18,+00,0,+0000.000,+4311*1E,,,,,,,,,,,
875,Jan 13 12:19:19,"Received: $PERDCRW,TPS1,19990822000101,0,00000000000000,+18,+00,0,+0000.000,+4311*1F",Received,$PERDCRW,TPS1,19990822000101,0,00000000000000,+18,+00,0,+0000.000,+4311*1F,,,,,,,,,,,
887,Jan 13 12:19:20,"Received: $PERDCRW,TPS1,19990822000102,0,00000000000000,+18,+00,0,+0000.000,+4311*1C",Received,$PERDCRW,TPS1,19990822000102,0,00000000000000,+18,+00,0,+0000.000,+4311*1C,,,,,,,,,,,
899,Jan 13 12:19:21,"Received: $PERDCRW,TPS1,19990822000103,0,00000000000000,+18,+00,0,+0000.000,+4311*1D",Received,$PERDCRW,TPS1,19990822000103,0,00000000000000,+18,+00,0,+0000.000,+4311*1D,,,,,,,,,,,
911,Jan 13 12:19:22,"Received: $PERDCRW,TPS1,19990822000104,0,00000000000000,+18,+00,0,+0000.000,+4311*1A",Received,$PERDCRW,TPS1,19990822000104,0,00000000000000,+18,+00,0,+0000.000,+4311*1A,,,,,,,,,,,
923,Jan 13 12:19:23,"Received: $PERDCRW,TPS1,19990822000105,0,00000000000000,+18,+00,0,+0000.000,+4311*1B",Received,$PERDCRW,TPS1,19990822000105,0,00000000000000,+18,+00,0,+0000.000,+4311*1B,,,,,,,,,,,
935,Jan 13 12:19:24,"Received: $PERDCRW,TPS1,19990822000106,0,00000000000000,+18,+00,0,+0000.000,+4311*18",Received,$PERDCRW,TPS1,19990822000106,0,00000000000000,+18,+00,0,+0000.000,+4311*18,,,,,,,,,,,
947,Jan 13 12:19:25,"Received: $PERDCRW,TPS1,19990822000107,0,00000000000000,+18,+00,0,+0000.000,+4311*19",Received,$PERDCRW,TPS1,19990822000107,0,00000000000000,+18,+00,0,+0000.000,+4311*19,,,,,,,,,,,
959,Jan 13 12:19:26,"Received: $PERDCRW,TPS1,19990822000108,0,00000000000000,+18,+00,0,+0000.000,+4311*16",Received,$PERDCRW,TPS1,19990822000108,0,00000000000000,+18,+00,0,+0000.000,+4311*16,,,,,,,,,,,
971,Jan 13 12:19:27,"Received: $PERDCRW,TPS1,19990822000109,0,00000000000000,+18,+00,0,+0000.000,+4311*17",Received,$PERDCRW,TPS1,19990822000109,0,00000000000000,+18,+00,0,+0000.000,+4311*17,,,,,,,,,,,
983,Jan 13 12:19:28,"Received: $PERDCRW,TPS1,19990822000110,0,00000000000000,+18,+00,0,+0000.000,+4311*1F",Received,$PERDCRW,TPS1,19990822000110,0,00000000000000,+18,+00,0,+0000.000,+4311*1F,,,,,,,,,,,
997,Jan 13 12:19:29,"Received: $PERDCRW,TPS1,19990822000111,0,00000000000000,+18,+00,0,+0000.000,+4311*1E",Received,$PERDCRW,TPS1,19990822000111,0,00000000000000,+18,+00,0,+0000.000,+4311*1E,,,,,,,,,,,
1009,Jan 13 12:19:30,"Received: $PERDCRW,TPS1,19990822000112,0,00000000000000,+18,+00,0,+0000.000,+4311*1D",Received,$PERDCRW,TPS1,19990822000112,0,00000000000000,+18,+00,0,+0000.000,+4311*1D,,,,,,,,,,,
1021,Jan 13 12:19:31,"Received: $PERDCRW,TPS1,19990822000113,0,00000000000000,+18,+00,0,+0000.000,+4311*1C",Received,$PERDCRW,TPS1,19990822000113,0,00000000000000,+18,+00,0,+0000.000,+4311*1C,,,,,,,,,,,
1033,Jan 13 12:19:32,"Received: $PERDCRW,TPS1,19990822000114,0,00000000000000,+18,+00,0,+0000.000,+4312*18",Received,$PERDCRW,TPS1,19990822000114,0,00000000000000,+18,+00,0,+0000.000,+4312*18,,,,,,,,,,,
1045,Jan 13 12:19:33,"Received: $PERDCRW,TPS1,19990822000115,0,00000000000000,+18,+00,0,+0000.000,+4312*19",Received,$PERDCRW,TPS1,19990822000115,0,00000000000000,+18,+00,0,+0000.000,+4312*19,,,,,,,,,,,
1057,Jan 13 12:19:34,"Received: $PERDCRW,TPS1,19990822000116,0,00000000000000,+18,+00,0,+0000.000,+4312*1A",Received,$PERDCRW,TPS1,19990822000116,0,00000000000000,+18,+00,0,+0000.000,+4312*1A,,,,,,,,,,,
1069,Jan 13 12:19:35,"Received: $PERDCRW,TPS1,19990822000117,0,00000000000000,+18,+00,0,+0000.000,+4312*1B",Received,$PERDCRW,TPS1,19990822000117,0,00000000000000,+18,+00,0,+0000.000,+4312*1B,,,,,,,,,,,
1081,Jan 13 12:19:36,"Received: $PERDCRW,TPS1,19990822000118,0,00000000000000,+18,+00,0,+0000.000,+4312*14",Received,$PERDCRW,TPS1,19990822000118,0,00000000000000,+18,+00,0,+0000.000,+4312*14,,,,,,,,,,,
1093,Jan 13 12:19:37,"Received: $PERDCRW,TPS1,19990822000119,0,00000000000000,+18,+00,0,+0000.000,+4312*15",Received,$PERDCRW,TPS1,19990822000119,0,00000000000000,+18,+00,0,+0000.000,+4312*15,,,,,,,,,,,
1105,Jan 13 12:19:38,"Received: $PERDCRW,TPS1,19990822000120,0,00000000000000,+18,+00,0,+0000.000,+4312*1F",Received,$PERDCRW,TPS1,19990822000120,0,00000000000000,+18,+00,0,+0000.000,+4312*1F,,,,,,,,,,,
1119,Jan 13 12:19:39,"Received: $PERDCRW,TPS1,19990822000121,0,00000000000000,+18,+00,0,+0000.000,+4312*1E",Received,$PERDCRW,TPS1,19990822000121,0,00000000000000,+18,+00,0,+0000.000,+4312*1E,,,,,,,,,,,
1131,Jan 13 12:19:40,"Received: $PERDCRW,TPS1,19990822000122,0,00000000000000,+18,+00,0,+0000.000,+4312*1D",Received,$PERDCRW,TPS1,19990822000122,0,00000000000000,+18,+00,0,+0000.000,+4312*1D,,,,,,,,,,,
1143,Jan 13 12:19:41,"Received: $PERDCRW,TPS1,19990822000123,0,00000000000000,+18,+00,0,+0000.000,+4312*1C",Received,$PERDCRW,TPS1,19990822000123,0,00000000000000,+18,+00,0,+0000.000,+4312*1C,,,,,,,,,,,
1155,Jan 13 12:19:42,"Received: $PERDCRW,TPS1,19990822000124,0,00000000000000,+18,+00,0,+0000.000,+4312*1B",Received,$PERDCRW,TPS1,19990822000124,0,00000000000000,+18,+00,0,+0000.000,+4312*1B,,,,,,,,,,,
1167,Jan 13 12:19:43,"Received: $PERDCRW,TPS1,19990822000125,0,00000000000000,+18,+00,0,+0000.000,+4312*1A",Received,$PERDCRW,TPS1,19990822000125,0,00000000000000,+18,+00,0,+0000.000,+4312*1A,,,,,,,,,,,
1179,Jan 13 12:19:44,"Received: $PERDCRW,TPS1,19990822000126,0,00000000000000,+18,+00,0,+0000.000,+4312*19",Received,$PERDCRW,TPS1,19990822000126,0,00000000000000,+18,+00,0,+0000.000,+4312*19,,,,,,,,,,,
1191,Jan 13 12:19:45,"Received: $PERDCRW,TPS1,19990822000127,0,00000000000000,+18,+00,0,+0000.000,+4312*18",Received,$PERDCRW,TPS1,19990822000127,0,00000000000000,+18,+00,0,+0000.000,+4312*18,,,,,,,,,,,
1203,Jan 13 12:19:46,"Received: $PERDCRW,TPS1,19990822000128,0,00000000000000,+18,+00,0,+0000.000,+4312*17",Received,$PERDCRW,TPS1,19990822000128,0,00000000000000,+18,+00,0,+0000.000,+4312*17,,,,,,,,,,,
1215,Jan 13 12:19:47,"Received: $PERDCRW,TPS1,19990822000129,0,00000000000000,+18,+00,0,+0000.000,+4313*17",Received,$PERDCRW,TPS1,19990822000129,0,00000000000000,+18,+00,0,+0000.000,+4313*17,,,,,,,,,,,
1227,Jan 13 12:19:48,"Received: $PERDCRW,TPS1,19990822000130,0,00000000000000,+18,+00,0,+0000.000,+4313*1F",Received,$PERDCRW,TPS1,19990822000130,0,00000000000000,+18,+00,0,+0000.000,+4313*1F,,,,,,,,,,,
1241,Jan 13 12:19:49,"Received: $PERDCRW,TPS1,19990822000131,0,00000000000000,+18,+00,0,+0000.000,+4313*1E",Received,$PERDCRW,TPS1,19990822000131,0,00000000000000,+18,+00,0,+0000.000,+4313*1E,,,,,,,,,,,
1253,Jan 13 12:19:50,"Received: $PERDCRW,TPS1,19990822000132,0,00000000000000,+18,+00,0,+0000.000,+4313*1D",Received,$PERDCRW,TPS1,19990822000132,0,00000000000000,+18,+00,0,+0000.000,+4313*1D,,,,,,,,,,,
1265,Jan 13 12:19:51,"Received: $PERDCRW,TPS1,19990822000133,0,00000000000000,+18,+00,0,+0000.000,+4313*1C",Received,$PERDCRW,TPS1,19990822000133,0,00000000000000,+18,+00,0,+0000.000,+4313*1C,,,,,,,,,,,
1277,Jan 13 12:19:52,"Received: $PERDCRW,TPS1,19990822000134,0,00000000000000,+18,+00,0,+0000.000,+4313*1B",Received,$PERDCRW,TPS1,19990822000134,0,00000000000000,+18,+00,0,+0000.000,+4313*1B,,,,,,,,,,,
1289,Jan 13 12:19:53,"Received: $PERDCRW,TPS1,19990822000135,0,00000000000000,+18,+00,0,+0000.000,+4313*1A",Received,$PERDCRW,TPS1,19990822000135,0,00000000000000,+18,+00,0,+0000.000,+4313*1A,,,,,,,,,,,
1301,Jan 13 12:19:54,"Received: $PERDCRW,TPS1,19990822000136,0,00000000000000,+18,+00,0,+0000.000,+4313*19",Received,$PERDCRW,TPS1,19990822000136,0,00000000000000,+18,+00,0,+0000.000,+4313*19,,,,,,,,,,,
1313,Jan 13 12:19:55,"Received: $PERDCRW,TPS1,19990822000137,0,00000000000000,+18,+00,0,+0000.000,+4313*18",Received,$PERDCRW,TPS1,19990822000137,0,00000000000000,+18,+00,0,+0000.000,+4313*18,,,,,,,,,,,
1325,Jan 13 12:19:56,"Received: $PERDCRW,TPS1,19990822000138,0,00000000000000,+18,+00,0,+0000.000,+4313*17",Received,$PERDCRW,TPS1,19990822000138,0,00000000000000,+18,+00,0,+0000.000,+4313*17,,,,,,,,,,,
